id,number,nationwide_number,name,sex,year_of_birth,nationality,military_civilian,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,hours_mission,total_hrs_sum
909,368,233,"Lindsey, Steven W.",male,1960,U.S.,military,1995,5,5,commander,2011,STS-133,307.0,1508.0
910,369,234,"Chawla, Kalpana",female,1962,U.S.,civilian,1994,1,2,MSP,1997,STS-87,376.0,758.0
911,369,234,"Chawla, Kalpana",female,1962,U.S.,civilian,1994,2,2,MSP,2003,STS-107,382.0,758.0
912,370,5,"Doi, Takao",male,1954,Japan,civilian,1985,1,2,MSP,1997,STS-87,376.5,763.6
913,370,5,"Doi, Takao",male,1954,Japan,civilian,1985,2,2,MSP,2008,STS-123,378.3,763.6
914,371,1,"Kadenyuk, Leonid",male,1951,U.S.S.R/Ukraine,civilian,1976,1,1,pilot,1997,STS87,376.0,376.57
915,372,235,"Edwards, Joe F., Jr.",male,1958,U.S.,military,1995,1,1,pilot,1998,STS-89,211.0,211.0
916,373,236,"Reilly, James F.",male,1954,U.S.,civilian,1994,1,3,MSP,1998,STS-89,211.0,853.0
917,373,236,"Reilly, James F.",male,1954,U.S.,civilian,1994,2,3,MSP,2001,STS-104,306.0,853.0
918,373,236,"Reilly, James F.",male,1954,U.S.,civilian,1994,3,3,MSP,2007,STS-117,336.0,853.0
919,374,237,"Anderson, Michael P.",male,1959,U.S.,military,1994,1,2,MSP,1998,STS-89,211.0,593.0
920,374,237,"Anderson, Michael P.",male,1959,U.S.,military,1994,2,2,MSP,2003,STS-107,382.0,593.0
921,375,88,"Sharipov, Salizhan",male,1964,U.S.S.R/Russia,military,1990,1,2,Flight engineer,1998,24,211.0,4838.83
922,375,88,"Sharipov, Salizhan",male,1964,U.S.S.R/Russia,military,1990,2,2,commander,2004,10,4627.0,4838.83
923,376,8,"Eyharts, Léopold",male,1957,France,military,1990,1,2,MSP,1998,Soyuz TM-27/26,496.5,1653.52
924,376,8,"Eyharts, Léopold",male,1957,France,military,1990,2,2,flight engineer,2008,16,1157.0,1653.52
925,377,238,"Altman, Scott D.",male,1959,U.S.,military,1994,1,4,pilot,1998,STS-90,382.0,1224.0
926,377,238,"Altman, Scott D.",male,1959,U.S.,military,1994,2,4,pilot,2000,STS-106,283.0,1224.0
927,377,238,"Altman, Scott D.",male,1959,U.S.,military,1994,3,4,commander,2002,STS-109,262.0,1224.0
928,377,238,"Altman, Scott D.",male,1959,U.S.,military,1994,4,4,commander,2009,STS-125,309.0,1224.0
929,378,239,"Hire, Kathryn P.",female,1959,U.S.,military,1995,1,2,MSP,1998,STS-90,381.0,711.0
930,378,239,"Hire, Kathryn P.",female,1959,U.S.,military,1995,2,2,MSP,2010,STS-130,330.0,711.0
931,379,7,"Williams, Dafydd Rhys",male,1954,Canada,civilian,1992,1,2,MSP,1998,STS-90,381.85,676.85
932,379,7,"Williams, Dafydd Rhys",male,1954,Canada,civilian,1992,2,2,MSP,2007,STS-118,305.0,676.85
933,380,240,"Buckey, Jay Clark Jr.",male,1956,U.S.,civilian,1991,1,1,PSP,1998,STS-90,382.31,382.31
934,381,241,"Pawelczyk, James Anthony",male,1960,U.S.,civilian,1996,1,1,PSP,1998,STS-90,382.31,382.31
935,382,242,"Gorie, Dominic L.",male,1957,U.S.,military,1995,1,4,pilot,1998,STS-91,235.0,1176.1
936,382,242,"Gorie, Dominic L.",male,1957,U.S.,military,1995,2,4,pilot,2000,STS-99,269.0,1176.1
937,382,242,"Gorie, Dominic L.",male,1957,U.S.,military,1995,3,4,commander,2001,STS-108,283.0,1176.1
938,382,242,"Gorie, Dominic L.",male,1957,U.S.,military,1995,4,4,commander,2008,STS-123,378.0,1176.1
939,383,243,"Kavandi, Janet L.",female,1957,U.S.,civilian,1995,1,3,MSP,1998,STS-91,235.0,810.0
940,383,243,"Kavandi, Janet L.",female,1957,U.S.,civilian,1995,2,3,MSP,2000,STS-99,269.0,810.0
941,383,243,"Kavandi, Janet L.",female,1957,U.S.,civilian,1995,3,3,MSP,2001,STS-104,306.0,810.0
942,384,89,"Padalka, Gennady",male,1958,U.S.S.R/Russia,military,1989,1,5,commander,1998,26,4768.0,21083.52
943,384,89,"Padalka, Gennady",male,1958,U.S.S.R/Russia,military,1989,2,5,commander,2004,9,4509.0,21083.52
944,384,89,"Padalka, Gennady",male,1958,U.S.S.R/Russia,military,1989,3,5,commander,2009,19,4768.0,21083.52
945,384,89,"Padalka, Gennady",male,1958,U.S.S.R/Russia,military,1989,4,5,commander,2012,31,2999.0,21083.52
946,384,89,"Padalka, Gennady",male,1958,U.S.S.R/Russia,military,1989,5,5,commander,2015,43,4037.0,21083.52
947,385,90,"Baturin, Yuri",male,1949,U.S.S.R/Russia,civilian,1997,1,2,MSP,1998,26,283.0,473.75
948,385,90,"Duque, Pedro",male,1963,Spain,civilian,1992,1,2,flight engineer,1998,STS-95,213.73,450.76
949,385,90,"Baturin, Yuri",male,1949,U.S.S.R/Russia,civilian,1997,2,2,MSP,2001,Soyuz TM­32/31,190.0,473.75
950,385,90,"Duque, Pedro",male,1963,Spain,civilian,1992,2,2,flight engineer,2003,Soyuz TMA-3/2,237.03,450.76
951,387,244,"Sturckow, Frederick W.",male,1961,U.S.,military,1995,1,4,pilot,1998,STS-88,283.0,1237.0
952,387,244,"Sturckow, Frederick W.",male,1961,U.S.,military,1995,2,4,pilot,2001,STS-105,285.0,1237.0
953,387,244,"Sturckow, Frederick W.",male,1961,U.S.,military,1995,3,4,commander,2007,STS-117,336.0,1237.0
954,387,244,"Sturckow, Frederick W.",male,1961,U.S.,military,1995,4,4,commander,2009,STS-128,333.0,1237.0
955,388,1,"Bella, Ivan",male,1964,Slovakia,military,1998,1,1,MSP,1999,27,190.0,190.0
956,389,245,"Husband, Rick D.",male,1957,U.S.,military,1995,1,2,pilot,1999,STS-96,235.0,617.0
957,389,245,"Husband, Rick D.",male,1957,U.S.,military,1995,2,2,commander,2003,STS-107,382.0,617.0
958,390,8,"Payette, Julie",female,1963,Canada,civilian,1992,1,2,MSP,1999,STS-96,235.23,611.98
959,390,8,"Payette, Julie",female,1963,Canada,civilian,1992,2,2,MSP,2009,STS-127,376.75,611.98
960,391,91,"Tokarev, Valeri",male,1952,U.S.S.R/Russia,military,1989,1,2,Flight engineer,1999,STS­96,235.0,4791.1
961,391,91,"Tokarev, Valeri",male,1952,U.S.S.R/Russia,military,1989,2,2,MSP,2005,12,4555.0,4791.1
962,392,246,"Ashby, Jeffrey S.",male,1954,U.S.,military,1995,1,3,pilot,1999,STS-93,119.0,664.0
963,392,246,"Ashby, Jeffrey S.",male,1954,U.S.,military,1995,2,3,pilot,2001,STS-100,285.5,664.0
964,392,246,"Ashby, Jeffrey S.",male,1954,U.S.,military,1995,3,3,commander,2002,STS-112,260.0,664.0
965,393,247,"Kelly, Scott J.",male,1964,U.S.,military,1996,1,4,pilot,1999,STS-103,191.0,12490.0
966,393,247,"Kelly, Scott J.",male,1964,U.S.,military,1996,2,4,commander,2007,STS-118,305.0,12490.0
967,393,247,"Kelly, Scott J.",male,1964,U.S.,military,1996,3,4,flight engineer,2011,25,3825.0,12490.0
968,393,247,"Kelly, Scott J.",male,1964,U.S.,military,1996,4,4,flight engineer,2015,43,8163.0,12490.0
969,394,9,"Thiele, Gerhard",male,1953,Germany,civilian,1987,1,1,MSP,2000,STS-99,269.65,269.65
970,395,92,"Zalyotin, Sergei",male,1962,U.S.S.R/Russia,military,1990,1,2,commander,2000,28,1747.0,2008.6
971,395,92,"Zalyotin, Sergei",male,1962,U.S.S.R/Russia,military,1990,2,2,commander,2002,Soyuz TMA­1/TM­34,260.0,2008.6
972,396,248,"Williams, Jeffrey N.",male,1958,U.S.,military,1996,1,4,MSP,2000,STS-101,240.0,12752.0
973,396,248,"Williams, Jeffrey N.",male,1958,U.S.,military,1996,2,4,flight engineer,2006,13,4320.0,12752.0
974,396,248,"Williams, Jeffrey N.",male,1958,U.S.,military,1996,3,4,flight engineer,2010,21,4060.0,12752.0
975,396,248,"Williams, Jeffrey N.",male,1958,U.S.,military,1996,4,4,flight engineer,2016,47,4132.0,12752.0
976,397,249,"Mastracchio, Richard A.",male,1960,U.S.,civilian,1996,1,4,MSP,2000,STS-106,283.0,5460.0
977,397,249,"Mastracchio, Richard A.",male,1960,U.S.,civilian,1996,2,4,MSP,2007,STS-118,306.0,5460.0
978,397,249,"Mastracchio, Richard A.",male,1960,U.S.,civilian,1996,3,4,MSP,2010,STS-131,362.0,5460.0
979,397,249,"Mastracchio, Richard A.",male,1960,U.S.,civilian,1996,4,4,flight engineer,2014,38,4509.0,5460.0
980,398,250,"Burbank, Daniel C.",male,1961,U.S.,military,1996,1,3,MSP,2000,STS-106,283.0,4534.0
981,398,250,"Burbank, Daniel C.",male,1961,U.S.,military,1996,2,3,MSP,2006,STS-115,283.0,4534.0
982,398,250,"Burbank, Daniel C.",male,1961,U.S.,military,1996,3,3,commander,2011,29,3968.0,4534.0
983,399,93,"Morukov, Boris",male,1950,U.S.S.R/Russia,civilian,1989,1,1,Flight engineer,2000,STS­106,283.0,283.2
984,400,251,"Melroy, Pamela A.",female,1961,U.S.,military,1995,1,3,pilot,2000,STS-92,309.0,930.0
985,400,251,"Melroy, Pamela A.",female,1961,U.S.,military,1995,2,3,pilot,2002,STS-112,259.0,930.0
986,400,251,"Melroy, Pamela A.",female,1961,U.S.,military,1995,3,3,commander,2007,STS-120,362.0,930.0
987,401,252,"Polansky, Mark L.",male,1956,U.S.,civilian,1996,1,3,pilot,2001,STS-98,309.0,993.0
988,401,252,"Polansky, Mark L.",male,1956,U.S.,civilian,1996,2,3,commander,2006,STS-116,308.0,993.0
989,401,252,"Polansky, Mark L.",male,1956,U.S.,civilian,1996,3,3,commander,2009,STS-127,377.0,993.0
990,402,253,"Kelly, James M.",male,1959,U.S.,military,1996,1,2,pilot,2001,STS-102,307.0,640.0
991,402,253,"Kelly, James M.",male,1959,U.S.,military,1996,2,2,pilot,2005,STS-114,333.0,640.0
992,403,254,"Richards, Paul W.",male,1964,U.S.,civilian,1996,1,1,MSP,2001,STS-102,307.0,307.0
993,404,255,"Phillips, John L.",male,1951,U.S.,civilian,1996,1,3,MSP,2001,STS-100,285.0,4872.0
994,404,255,"Phillips, John L.",male,1951,U.S.,civilian,1996,2,3,flight engineer,2005,11,4296.0,4872.0
995,404,255,"Phillips, John L.",male,1951,U.S.,civilian,1996,3,3,MSP,2009,STS-119,307.5,4872.0
996,405,94,"Lonchakov, Yuri",male,1965,U.S.S.R/Russia,military,1997,1,3,MSP,2001,STS­100,285.0,4818.65
997,405,94,"Lonchakov, Yuri",male,1965,U.S.S.R/Russia,military,1997,2,3,flight engineer,2002,Soyuz TMA­1/TM­34,260.0,4818.65
998,405,94,"Lonchakov, Yuri",male,1965,U.S.S.R/Russia,military,1997,3,3,commander,2008,18,4272.0,4818.65
999,406,256,"Tito, Dennis Anthony",male,1940,U.S.,civilian,2000,1,1,Other (space tourist),2001,ЭП-1,190.13,190.13
1000,407,257,"Hobaugh, Charles O.",male,1961,U.S.,military,1996,1,3,pilot,2001,STS-104,306.0,871.78
1001,407,257,"Hobaugh, Charles O.",male,1961,U.S.,military,1996,2,3,pilot,2007,STS-118,305.0,871.78
1002,407,257,"Hobaugh, Charles O.",male,1961,U.S.,military,1996,3,3,commander,2009,STS-129,259.0,871.78
1003,408,258,"Forrester, Patrick G.",male,1957,U.S.,military,1996,1,3,MSP,2001,STS-105,285.0,950.0
1004,408,258,"Forrester, Patrick G.",male,1957,U.S.,military,1996,2,3,MSP,2007,STS-117,332.0,950.0
1005,408,258,"Forrester, Patrick G.",male,1957,U.S.,military,1996,3,3,MSP,2009,STS-128,333.0,950.0
1006,409,95,"Tyurin, Mikhail",male,1960,U.S.S.R/Russia,military,1994,1,3,flight engineer,2001,3,3092.0,12770.85
1007,409,95,"Tyurin, Mikhail",male,1960,U.S.S.R/Russia,military,1994,2,3,flight engineer,2006,14,5168.0,12770.85
1008,409,95,"Tyurin, Mikhail",male,1960,U.S.S.R/Russia,military,1994,3,3,commander,2013,38,4509.0,12770.85
1009,410,96,"Kozeyev, Konstantin",male,1967,U.S.S.R/Russia,civilian,1996,1,1,flight engineer,2001,Soyuz TM­33/32,235.0,235.98
1010,411,259,"Kelly, Mark E.",male,1964,U.S.,military,1996,1,4,pilot,2001,STS-108,283.0,1297.0
1011,411,259,"Kelly, Mark E.",male,1964,U.S.,military,1996,2,4,pilot,2006,STS-121,307.0,1297.0
1012,411,259,"Kelly, Mark E.",male,1964,U.S.,military,1996,3,4,commander,2008,STS-124,330.0,1297.0
1013,411,259,"Kelly, Mark E.",male,1964,U.S.,military,1996,4,4,commander,2011,STS-134,377.0,1297.0
1014,412,260,"Tani, Daniel M.",male,1961,U.S.,civilian,1996,1,2,MSP,2001,STS-108,283.0,3163.0
1015,412,260,"Tani, Daniel M.",male,1961,U.S.,civilian,1996,2,2,MSP,2007,16,2880.0,3163.0
1016,413,261,"Carey, Duane G.",male,1957,U.S.,military,1996,1,1,pilot,2002,STS-109,262.0,262.0
1017,414,262,"Massimino, Michael J.",male,1962,U.S.,civilian,1996,1,2,MSP,2002,STS-109,262.0,517.8
1018,414,262,"Massimino, Michael J.",male,1962,U.S.,civilian,1996,2,2,MSP,2009,STS-125,309.0,517.8
1019,415,263,"Frick, Stephen N.",male,1964,U.S.,military,1996,1,2,pilot,2002,STS-110,260.0,565.0
1020,415,263,"Frick, Stephen N.",male,1964,U.S.,military,1996,2,2,commander,2008,STS-122,306.0,565.0
1021,416,264,"Walheim, Rex J.",male,1962,U.S.,military,1996,1,3,MSP,2002,STS-110,259.0,872.51
1022,416,264,"Walheim, Rex J.",male,1962,U.S.,military,1996,2,3,MSP,2008,STS-122,306.0,872.51
1023,416,264,"Walheim, Rex J.",male,1962,U.S.,military,1996,3,3,MSP,2011,STS-135,306.5,872.51
1024,417,265,"Morin, Lee M.",male,1952,U.S.,military,1996,1,1,MSP,2002,STS-110,259.0,259.0
1025,418,4,"Vittori, Roverto",male,1964,Italy,military,1998,1,3,flight engineer,2002,Soyuz TMA-34/TM-33,237.0,851.65
1026,418,4,"Vittori, Roverto",male,1964,Italy,military,1998,2,3,flight engineer,2005,Soyuz TMA-6/TMA-5,237.0,851.65
1027,418,4,"Vittori, Roverto",male,1964,Italy,military,1998,3,3,MSP,2011,STS-134,377.65,851.65
1028,419,1,"Shuttleworth, M. Richard",male,1973,Republic of South Africa,civilian,2001,1,1,Other (Space tourist),2002,Soyuz TM-34 / Soyuz TM-33,237.0,237.0
1029,420,266,"Lockhart, Paul S.",male,1956,U.S.,military,1996,1,2,pilot,2002,STS-111,332.0,663.38
1030,420,266,"Lockhart, Paul S.",male,1956,U.S.,military,1996,2,2,pilot,2002,STS-113,330.0,663.38
1031,421,9,"Perrin, Philippe",male,1963,France,military,1990,1,1,MSP,2002,STS-111,332.58,332.58
1032,422,267,"Whitson, Peggy A.",female,1960,U.S.,civilian,1996,1,3,MSP,2002,5,4438.0,15982.0
1033,422,267,"Whitson, Peggy A.",female,1960,U.S.,civilian,1996,2,3,flight engineer,2008,16,4603.0,15982.0
1034,422,267,"Whitson, Peggy A.",female,1960,U.S.,civilian,1996,3,3,flight engineer,2016,50,6941.0,15982.0
1035,423,97,"Treshchov, Sergei",male,1958,U.S.S.R/Russia,civilian,1992,1,1,flight engineer,2002,5,4438.0,4438.25
1036,424,268,"Magnus, Sandra H.",female,1964,U.S.,civilian,1996,1,3,MSP,2002,STS-112,260.0,3776.0
1037,424,268,"Magnus, Sandra H.",female,1964,U.S.,civilian,1996,2,3,MSP,2008,18,3210.0,3776.0
1038,424,268,"Magnus, Sandra H.",female,1964,U.S.,civilian,1996,3,3,MSP,2011,STS-135,306.0,3776.0
1039,425,269,"Sellers, Piers J.",male,1955,U.K./U.S.,civilian,1996,1,3,MSP,2002,STS-112,259.0,839.0
1040,425,269,"Sellers, Piers J.",male,1955,U.K./U.S.,civilian,1996,2,3,MSP,2006,STS-121,306.0,839.0
1041,425,269,"Sellers, Piers J.",male,1955,U.K./U.S.,civilian,1996,3,3,MSP,2010,STS-132,282.5,839.0
1042,426,98,"Yurchikhin, Fyodor",male,1959,U.S.S.R/Russia,civilian,1997,1,5,MSP,2002,STS­112,259.0,16147.0
1043,426,98,"Yurchikhin, Fyodor",male,1959,U.S.S.R/Russia,civilian,1997,2,5,flight engineer,2007,15,4721.0,16147.0
1044,426,98,"Yurchikhin, Fyodor",male,1959,U.S.S.R/Russia,civilian,1997,3,5,commander,2010,24,3919.0,16147.0
1045,426,98,"Yurchikhin, Fyodor",male,1959,U.S.S.R/Russia,civilian,1997,4,5,commander,2013,36,3990.0,16147.0
1046,426,98,"Yurchikhin, Fyodor",male,1959,U.S.S.R/Russia,civilian,1997,5,5,commander,2017,51,3258.0,16147.0
1047,427,2,"De Winne, Frank",male,1961,Belgium,military,1998,1,2,commander,2002,Soyuz TMA-1/TM-34,261.0,4769.58
1048,427,2,"De Winne, Frank",male,1961,Belgium,military,1998,2,2,commander,2009,20,4508.6,4769.58
1049,428,270,"Herrington, John B.",male,1958,U.S.,military,1996,1,1,MSP,2002,STS-113,330.0,330.0
1050,429,271,"Pettit, Donald R.",male,1955,U.S.,civilian,1996,1,3,flight engineer,2002,6,3865.0,8872.5
1051,429,271,"Pettit, Donald R.",male,1955,U.S.,civilian,1996,2,3,MSP,2008,STS-126,380.5,8872.5
1052,429,271,"Pettit, Donald R.",male,1955,U.S.,civilian,1996,3,3,flight engineer,2011,30,4627.0,8872.5
1053,430,272,"McCool, William C.",male,1961,U.S.,military,1996,1,1,pilot,2003,STS-107,382.0,382.0
1054,431,273,"Brown, David M.",male,1956,U.S.,military,1996,1,1,MSP,2003,STS-107,382.0,382.0
1055,432,274,"Clark, Laurel B.",female,1961,U.S.,military,1996,1,1,MSP,2003,STS-107,382.0,382.0
1056,433,1,"Ramon, Ilan",male,1954,Israel,military,1996,1,1,PSP,2003,STS-107,382.33,382.33
1057,434,1,"Yang, Liwei",male,1965,China,military,2003,1,1,commander,2005,Shenzhou 5,21.0,21.0
1058,435,275,"Fincke, E. Michael",male,1967,U.S.,military,1996,1,3,flight engineer,2004,9,4501.0,9159.0
1059,435,275,"Fincke, E. Michael",male,1967,U.S.,military,1996,2,3,commander,2009,18,4280.0,9159.0
1060,435,275,"Fincke, E. Michael",male,1967,U.S.,military,1996,3,3,MSP,2011,STS-134,378.0,9159.0
1061,436,2,"Kuipers, Andre",male,1958,Netherland,civilian,1998,1,2,flight engineer,2004,Soyuz TMA-4/TMA-3,261.0,4888.0
1062,436,2,"Kuipers, Andre",male,1958,Netherland,civilian,1998,2,2,flight engineer,2012,30,4627.0,4888.0
1063,437,99,"Shargin, Yuri",male,1960,U.S.S.R/Russia,military,1996,1,1,flight engineer,2004,Soyuz TMA­5,237.0,237.5
1064,438,6,"Noguchi, Soichi",male,1965,Japan,civilian,1996,1,2,MSP,2005,STS-114,333.55,4251.1
1065,438,6,"Noguchi, Soichi",male,1965,Japan,civilian,1996,2,2,flight engineer,2009,22,3917.55,4251.1
1066,439,276,"Camarda, Charles J.",male,1952,U.S.,civilian,1996,1,1,MSP,2005,STS-114,333.0,333.0
1067,440,277,"Olsen, Gregory Hammond",male,1945,U.S.,civilian,2004,1,1,Space tourist,2005,Soyuz TMA-7,237.29,237.29
1068,441,2,"Fei, Junlong",male,1966,China,military,2005,1,1,commander,2005,Shenzhou 6,115.0,115.0
1069,442,3,Nie Haisheng,male,1964,China,military,2005,1,2,flight engineer,2005,Shenzhou 6,116.0,466.0
1070,442,3,Nie Haisheng,male,1964,China,military,2005,2,2,commander,2008,Shenzhou 10,350.0,466.0
1071,443,1,"Pontes, Marcos Cesar",male,1963,Brazil,military,1998,1,1,pilot,2006,Soyuz TMA-8,237.28,237.28
1072,444,278,"Fossum, Michael E.",male,1957,U.S.,civilian,1998,1,3,MSP,2006,STS-121,307.0,4651.0
1073,444,278,"Fossum, Michael E.",male,1957,U.S.,civilian,1998,2,3,MSP,2008,STS-124,330.0,4651.0
1074,444,278,"Fossum, Michael E.",male,1957,U.S.,civilian,1998,3,3,commander,2011,28,4014.0,4651.0
1075,445,279,"Nowak, Lisa M.",female,1963,U.S.,military,1996,1,1,MSP,2006,STS-121,306.0,306.0
1076,446,280,"Wilson, Stephanie D.",female,1966,U.S.,civilian,1996,1,3,MSP,2006,STS-121,306.0,1031.77
1077,446,280,"Wilson, Stephanie D.",female,1966,U.S.,civilian,1996,2,3,MSP,2007,STS-120,362.0,1031.77
1078,446,280,"Wilson, Stephanie D.",female,1966,U.S.,civilian,1996,3,3,MSP,2010,STS-131,362.0,1031.77
1079,447,281,"Ferguson, Christopher J.",male,1961,U.S.,military,1998,1,3,pilot,2006,STS-115,283.0,672.0
1080,447,281,"Ferguson, Christopher J.",male,1961,U.S.,military,1998,2,3,commander,2008,STS-126,380.5,672.0
1081,447,281,"Ferguson, Christopher J.",male,1961,U.S.,military,1998,3,3,commander,2011,STS-135,306.5,672.0
1082,448,282,"Stefanyshyn-Piper, Heidemarie M.",female,1963,U.S.,military,1996,1,2,MSP,2002,STS-115,288.0,648.0
1083,448,282,"Stefanyshyn-Piper, Heidemarie M.",female,1963,U.S.,military,1996,2,2,MSP,2008,STS-126,360.0,648.0
1084,449,283,"Ansari, Anousheh",female,1966,U.S.,civilian,2006,1,1,Other (space tourist),2006,Soyuz TMA-9,261.525,261.525
1085,450,284,"Oefelein, William A.",male,1965,U.S.,military,1998,1,1,pilot,2006,STS-116,308.0,308.0
1086,451,285,"Patrick, Nicholas J. M.",male,1964,U.K./U.S.,civilian,1998,1,2,MSP,2006,STS-116,308.0,638.0
1087,451,285,"Patrick, Nicholas J. M.",male,1964,U.K./U.S.,civilian,1998,2,2,MSP,2010,STS-130,330.0,638.0
1088,452,1,Christer Fuglesang,male,1957,Sweden,civilian,1992,1,2,MSP,2006,STS-116,308.73,641.63
1089,452,1,Christer Fuglesang,male,1957,Sweden,civilian,1992,2,2,MSP,2009,STS-128,332.9,641.63
1090,453,286,"Higginbotham, Joan E.",female,1964,U.S.,civilian,1996,1,1,MSP,2006,STS-116,308.0,308.0
1091,454,287,"Williams, Sunita L.",female,1965,U.S.,military,1998,1,1,MSP,2006,14,4674.0,7722.0
1092,454,287,"Williams, Sunita L.",female,1965,U.S.,military,1998,2,2,flight engineer,2012,32,3048.0,7722.0
1093,455,100,"Kotov, Oleg",male,1965,U.S.S.R/Russia,military,1996,1,3,commander,2007,15,4721.0,12629.03
1094,455,100,"Kotov, Oleg",male,1965,U.S.S.R/Russia,military,1996,2,3,commander,2009,22,3917.0,12629.03
1095,455,100,"Kotov, Oleg",male,1965,U.S.S.R/Russia,military,1996,3,3,commander,2013,37,3990.0,12629.03
1096,456,288,"Simonyi, Charles (Karoly)",male,1948,U.S.,civilian,2006,1,2,Other (space tourist),2007,Soyuz TMA-10,331.4,638.77
1097,456,288,"Simonyi, Charles (Karoly)",male,1948,U.S.,civilian,2006,2,2,Other (space tourist),2009,Soyuz TMA-14,307.85,638.77
1098,457,289,"Archambault, Lee J.",male,1960,U.S.,military,1998,1,2,pilot,2007,STS-117,332.0,639.5
1099,457,289,"Archambault, Lee J.",male,1960,U.S.,military,1998,2,2,commander,2009,STS-119,307.5,639.5
1100,458,290,"Swanson, Steven R.",male,1960,U.S.,civilian,1998,1,3,MSP,2007,STS-117,332.22,4646.85
1101,458,290,"Swanson, Steven R.",male,1960,U.S.,civilian,1998,2,3,MSP,2009,STS-119,307.5,4646.85
1102,458,290,"Swanson, Steven R.",male,1960,U.S.,civilian,1998,3,3,flight engineer,2014,39,4007.13,4646.85
1103,459,291,"Olivas, John D.",male,1965,U.S.,civilian,1998,1,2,MSP,2007,STS-117,332.0,668.0
1104,459,291,"Olivas, John D.",male,1965,U.S.,civilian,1998,2,2,MSP,2009,STS-128,333.0,668.0
1105,460,292,"Anderson, Clayton C.",male,1959,U.S.,civilian,1998,1,2,flight engineer,2007,15,3642.0,4046.0
1106,460,292,"Anderson, Clayton C.",male,1959,U.S.,civilian,1998,2,2,MSP,2010,STS-131,363.0,4046.0
1107,461,293,"Caldwell, Tracy E.",female,1969,U.S.,civilian,1998,1,2,MSP,2007,STS-118,306.0,4526.0
1108,461,293,"Caldwell, Tracy E.",female,1969,U.S.,civilian,1998,2,2,flight engineer,2010,23,4220.0,4526.0
1109,462,294,"Drew, Alvin Benjamin",male,1962,U.S.,military,2000,1,2,MSP,2007,STS-118,306.0,613.0
1110,462,294,"Drew, Alvin Benjamin",male,1962,U.S.,military,2000,2,2,MSP,2011,STS-133,307.0,613.0
1111,463,295,"Morgan, Barbara R.",female,1951,U.S.,civilian,1998,1,1,MSP,2007,STS-118,305.0,305.0
1112,464,1,"Shukor, Sheikh Muszaphar",male,1972,Malysia,civilian,2006,1,1,Other (space tourist),2007,Soyuz TMA-11/10,261.23,261.23
1113,465,296,"Zamka, George D.",male,1962,U.S.,military,1998,1,2,pilot,2007,STS-120,362.0,692.53
1114,465,296,"Zamka, George D.",male,1962,U.S.,military,1998,2,2,commander,2010,STS-130,306.1,692.53
1115,466,297,"Wheelock, Douglas H.",male,1960,U.S.,military,1998,1,2,MSP,2007,STS-120,360.0,4281.57
1116,466,297,"Wheelock, Douglas H.",male,1960,U.S.,military,1998,2,2,flight engineer,2010,24,3912.0,4281.57
1117,467,5,"Nespoli, Paolo A.",male,1957,Italy,military,1998,1,3,MSP,2007,STS-120,362.4,7514.61
1118,467,5,"Nespoli, Paolo A.",male,1957,Italy,military,1998,2,3,flight engineer,2010,26,3823.28,7514.61
1119,467,5,"Nespoli, Paolo A.",male,1957,Italy,military,1998,3,3,flight engineer,2017,52,3328.93,7514.61
1120,468,298,"Poindexter, Alan G.",male,1961,U.S.,military,1998,1,2,pilot,2008,STS-122,306.0,669.0
1121,468,298,"Poindexter, Alan G.",male,1961,U.S.,military,1998,2,2,commander,2010,STS-131,363.0,669.0
1122,469,299,"Melvin, Leland D.",male,1964,U.S.,civilian,1998,1,2,MSP,2008,STS-122,306.0,565.0
1123,469,299,"Melvin, Leland D.",male,1964,U.S.,civilian,1998,2,2,MSP,2009,STS-129,259.0,565.0
1124,470,300,"Love, Stanley G.",male,1965,U.S.,civilian,1998,1,1,MSP,2008,STS-122,306.0,306.0
1125,471,301,"Johnson, Gregory H.",male,1962,U.S.,military,1998,1,2,pilot,2008,STS-123,378.0,755.83
1126,471,301,"Johnson, Gregory H.",male,1962,U.S.,military,1998,2,2,pilot,2011,STS-134,377.0,755.83
1127,472,302,"Behnken, Robert L.",male,1970,U.S.,military,2000,1,2,MSP,2008,STS-123,378.0,708.0
1128,472,302,"Behnken, Robert L.",male,1970,U.S.,military,2000,2,2,MSP,2010,STS-130,330.0,708.0
1129,473,303,"Foreman, Michael J.",male,1957,U.S.,military,1998,1,2,MSP,2008,STS-123,378.0,637.0
1130,473,303,"Foreman, Michael J.",male,1957,U.S.,military,1998,2,2,MSP,2009,STS-129,259.0,637.0
1131,474,304,"Reisman, Garrett E.",male,1968,U.S.,civilian,1998,1,2,flight engineer,2008,16,2289.0,2473.0
1132,474,304,"Reisman, Garrett E.",male,1968,U.S.,civilian,1998,2,2,MSP,2010,STS-132,282.0,2473.0
1133,475,101,"Volkov, Sergei",male,1973,U.S.S.R/Russia,military,1997,1,3,commander,2008,17,4768.0,12786.32
1134,475,101,"Volkov, Sergei",male,1973,U.S.S.R/Russia,military,1997,2,3,commander,2011,28,4014.0,12786.32
1135,475,101,"Volkov, Sergei",male,1973,U.S.S.R/Russia,military,1997,3,3,commander,2015,45,4003.0,12786.32
1136,476,102,"Kononenko, Oleg D.",male,1964,U.S.S.R/Russia,military,1996,1,4,flight engineer,2008,17,3168.0,16081.0
